사업장명,시도명,시군구명,사업장업종명,세차유형,소재지도로명주소,휴무일,평일운영시작시각,평일운영종료시각,휴일운영시작시각,휴일운영종료시각,세차요금정보,대표자명,세차장전화번호,수질허가번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
경기광택세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 원포공원1로 30 (초지동),,,,,,,,031-487-2677,2008-011,37.301162,126.813317,2019-07-05,3930000,경기도 안산시
신길LPG충전소,경기도,단원구,세차시설,,경기도 안산시 단원구 중앙대로 179 (신길동),,,,,,,,031-492-8543,2008-013,37.334360,126.761220,2019-07-05,3930000,경기도 안산시
형제카공업사,경기도,상록구,세차시설,,경기도 안산시 상록구 각골로 45 (본오동),,,,,,,,031-418-5265,2009-001,37.293603,126.872315,2019-07-05,3930000,경기도 안산시
(주)대한여행사,경기도,상록구,세차시설,,경기도 안산시 상록구 팔곡길 17 (팔곡이동),,,,,,,,031-485-0114,2009-002,37.295341,126.883613,2019-07-05,3930000,경기도 안산시
OK공업사,경기도,상록구,세차시설,,경기도 안산시 상록구 중보로 17 (이동),,,,,,,,070-7789-9969,2009-003,37.305888,126.849044,2019-07-05,3930000,경기도 안산시
서안산주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 시흥대로 65 (선부동 외 3필지),,,,,,,,031-498-5181,2009-005,37.349628,126.796489,2019-07-05,3930000,경기도 안산시
(주)신광자동차정비,경기도,단원구,세차시설,,경기도 안산시 단원구 선이로 39 (선부동),,,,,,,,031-482-8585,2009-006,37.343454,126.800776,2019-07-05,3930000,경기도 안산시
㈜이든 내주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 중앙대로 391 (신길동),,,,,,,,031-494-6811,2010-001,37.331289,126.783838,2019-07-05,3930000,경기도 안산시
동현주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 대선로 237 (대부북동),,,,,,,,032-888-5104,2010-003,37.252447,126.575517,2019-07-05,3930000,경기도 안산시
해안로충전소,경기도,상록구,세차시설,,경기도 안산시 상록구 해안로 738 (사동),,,,,,,,031-419-5145,2010-004,37.287144,126.828914,2019-07-05,3930000,경기도 안산시
케이와이에너지(주)느티나무충전소,경기도,단원구,세차시설,,경기도 안산시 단원구 시흥대로 84-9 (선부동),,,,,,,,031-432-1027,2010-005,37.349586,126.799577,2019-07-05,3930000,경기도 안산시
신길중앙주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 삼일로 57 (신길동),,,,,,,,031-493-1459,2010-006,37.335669,126.784475,2019-07-05,3930000,경기도 안산시
세광주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 성호로 268 (부곡동),,,,,,,,031-416-5188,2010-007,37.327113,126.858462,2019-07-05,3930000,경기도 안산시
아우토반,경기도,상록구,세차시설,,경기도 안산시 상록구 중보1길 20 (이동),,,,,,,,,2010-013,37.306397,126.849905,2019-07-05,3930000,경기도 안산시
한창충전소,경기도,단원구,세차시설,,경기도 안산시 단원구 대선로 419 (대부남동),,,,,,,,032-881-0147,2010-014,37.236669,126.572648,2019-07-05,3930000,경기도 안산시
아이이㈜ 서해로주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 서해로 2691 (사사동),,,,,,,,031-419-8213,2010-015,37.292201,126.911866,2019-07-05,3930000,경기도 안산시
우일에너지(주)안산성원충전소,경기도,상록구,세차시설,,경기도 안산시 상록구 동막1길 6 (장상동),,,,,,,,031-411-8831,2011-002,37.349845,126.871484,2019-07-05,3930000,경기도 안산시
장하주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 장하로 88 (장하동),,,,,,,,031-480-2402,2011-003,37.347086,126.857593,2019-07-05,3930000,경기도 안산시
반월충전소,경기도,상록구,세차시설,,경기도 안산시 상록구 서해로 2826 (사사동),,,,,,,,031-414-0414,2011-004,37.303908,126.917912,2019-07-05,3930000,경기도 안산시
(주)세화주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 대부중앙로 174 (대부동동),,,,,,,,032-886-3883,2012-003,37.241597,126.592455,2019-07-05,3930000,경기도 안산시
(주)경기태평양충전소안산지점,경기도,상록구,세차시설,,경기도 안산시 상록구 가루개로 181 (양상동),,,,,,,,031-413-3557,2012-004,37.343676,126.851221,2019-07-05,3930000,경기도 안산시
(주)동강석유,경기도,단원구,세차시설,,경기도 안산시 단원구 성곡로 279 (신길동),,,,,,,,031-494-1080,2012-010,37.329982,126.769227,2019-07-05,3930000,경기도 안산시
(주)우리에너지,경기도,상록구,세차시설,,경기도 안산시 상록구 서해로 2938 (건건동),,,,,,,,031-437-3555,2013-001,37.313255,126.914215,2019-07-05,3930000,경기도 안산시
청원자동차정비(주),경기도,상록구,세차시설,,경기도 안산시 상록구 오목로 171 (본오동),,,,,,,,031-409-4433,2013-005,37.291611,126.876599,2019-07-05,3930000,경기도 안산시
중앙주차장,경기도,상록구,세차시설,,"경기도 안산시 상록구 광덕1로 365, 옆건물",,,,,,,,031-418-0105,2013-009,37.307635,126.847567,2019-07-05,3930000,경기도 안산시
제이앤제이,경기도,단원구,세차시설,,경기도 안산시 단원구 대부황금로 1270 (대부북동),,,,,,,,032-881-1787,2014-003,37.270220,126.570554,2019-07-05,3930000,경기도 안산시
1급프로모터스,경기도,상록구,세차시설,,경기도 안산시 상록구 충정공길 44 (사사동),,,,,,,,031-419-6995,2014-005,37.299632,126.926105,2019-07-05,3930000,경기도 안산시
동막골자동차정비센타,경기도,상록구,세차시설,,경기도 안산시 상록구 동막길 6 (장상동),,,,,,,,031-487-1222,2015-002,37.350428,126.880225,2019-07-05,3930000,경기도 안산시
㈜동양정비,경기도,상록구,세차시설,,경기도 안산시 상록구 오목로 190 (본오동),,,,,,,,031-406-1123,2015-005,37.292820,126.877604,2019-07-05,3930000,경기도 안산시
샛뿔충전소,경기도,단원구,세차시설,,경기도 안산시 단원구 중앙대로 240,,,,,,,,031-492-9788,2015-008,37.334584,126.768499,2019-07-05,3930000,경기도 안산시
㈜극동산업,경기도,단원구,세차시설,,경기도 안산시 단원구 선이로 39 (선부동),,,,,,,,031-484-6668,2015-009,37.343532,126.798617,2019-07-05,3930000,경기도 안산시
과천상사 세차장,경기도,안양시,세차업,,경기도 안양시 동안구 벌말로 94(관양동),,,,,,,,031-423-3004,826,37.3966978,126.9688933,2019-08-31,3830000,경기도 안양시
유레카,경기도,안양시,세차업,,경기도 안양시 동안구 벌말로 78(관양동),,,,,,,,031-423-5100,825,37.3950448,126.9691531,2019-08-31,3830000,경기도 안양시
관양세차장,경기도,안양시,세차업,,경기도 안양시 동안구 관악대로 285(관양동),,,,,,,,,823,37.4030140,126.9546035,2019-08-31,3830000,경기도 안양시
더클래스효성㈜ 안양평촌지점,경기도,안양시,세차업,,경기도 안양시 동안구 시민대로 374(관양동),,,,,,,,031-596-2600,820,37.3957836,126.9720353,2019-08-31,3830000,경기도 안양시
디프코리아 안양점,경기도,안양시,세차업,,경기도 안양시 만안구 덕천로 83(안양동),,,,,,,,,815,37.38860092,126.934496164,2019-08-31,3830000,경기도 안양시
㈜안국에너지 서진주유소,경기도,안양시,세차업,,경기도 안양시 만안구 안양로 425(안양동),,,,,,,,,810,37.4081770,126.9131255,2019-08-31,3830000,경기도 안양시
티스테이션엘에스타워점,경기도,안양시,세차업,,경기도 안양시 동안구 엘에스로 115(호계동),,,,,,,,031-451-4115,808,37.3717127,126.9486760,2019-08-31,3830000,경기도 안양시
㈜삼호모터스,경기도,안양시,세차업,,"경기도 안양시 동안구 벌말로 148, 2동(관양동)",,,,,,,,,804,37.4004779,126.9711874,2019-08-31,3830000,경기도 안양시
스마트세차장,경기도,안양시,세차업,,경기도 안양시 동안구 부림로 204(관양동),,,,,,,,,802,37.4009822,126.9607443,2019-08-31,3830000,경기도 안양시
그린세차장,경기도,상록구,세차시설,,경기도 안산시 상록구 선진로 15 (사동),,,,,,,,031-407-0944,2003-013,37.280523,126.847449,2019-07-05,3930000,경기도 안산시
신진세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 화정로 82 (와동),,,,,,,,031-403-4545,2003-017,37.331731,126.821772,2019-07-05,3930000,경기도 안산시
마트세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 원포공원2로 24 (초지동 외 1필지),,,,,,,,031-413-9348,2003-018,37.301088,126.812117,2019-07-05,3930000,경기도 안산시
삼성모터스,경기도,상록구,세차시설,,경기도 안산시 상록구 선진4길 25 (사동),,,,,,,,031-432-2426,2003-028,37.280321,126.850178,2019-07-05,3930000,경기도 안산시
㈜삼정주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 삼일로 122 (원곡동),,,,,,,,031-494-6270,2003-029,37.334515,126.791876,2019-07-05,3930000,경기도 안산시
(주)일신에너지,경기도,상록구,세차시설,,경기도 안산시 상록구 수인로 1125 (팔곡일동),,,,,,,,031-437-3723,2003-032,37.301542,126.885404,2019-07-05,3930000,경기도 안산시
용담주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 해안로 1363 (팔곡일동),,,,,,,,031-438-7963,2003-033,37.297966,126.888603,2019-07-05,3930000,경기도 안산시
수암주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 원당골1길 23-14 (수암동),,,,,,,,031-482-8118,2004-002,37.365164,126.877007,2019-07-05,3930000,경기도 안산시
세방연료㈜,경기도,상록구,세차시설,,경기도 안산시 상록구 구룡로1길 13 (일동),,,,,,,,031-406-5151,2004-003,37.310303,126.867644,2019-07-05,3930000,경기도 안산시
경원여객자동차(주),경기도,상록구,세차시설,,경기도 안산시 상록구 오목로 156 (본오동),,,,,,,,,2004-005,37.290676,126.875266,2019-07-05,3930000,경기도 안산시
동해주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 선진6길 38 (사동),,,,,,,,031-415-5151,2004-008,37.281348,126.846982,2019-07-05,3930000,경기도 안산시
신세일세차장(24시 타이어),경기도,단원구,세차시설,,경기도 안산시 단원구 화정로 83 (와동),,,,,,,,031-484-3226,2005-002,37.332084,126.821505,2019-07-05,3930000,경기도 안산시
알바트로스 세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 원포공원로 40 (초지동),,,,,,,,031-439-0404,2005-006,37.301619,126.810419,2019-07-05,3930000,경기도 안산시
종합세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 원포공원1로 30 (초지동),,,,,,,,031-475-1888,2006-003,37.332355,126.822240,2019-07-05,3930000,경기도 안산시
대상주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 순환로 157 (선부동),,,,,,,,031-483-5189,2006-012,37.349861,126.808718,2019-07-05,3930000,경기도 안산시
남부카센터,경기도,상록구,세차시설,,경기도 안산시 상록구 선진로 12 (사동),,,,,,,,031-409-0235,2007-001,37.280717,126.847015,2019-07-05,3930000,경기도 안산시
(주)디에스에이도금단지주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 용담로 75 (팔곡이동),,,,,,,,031-437-5189,2007-004,37.287084,126.886955,2019-07-05,3930000,경기도 안산시
(주)성홍에스앤더블유 안산터미널주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 충장로 431 (성포동),,,,,,,,031-402-5180,2007-006,37.317450,126.848904,2019-07-05,3930000,경기도 안산시
새천년주유소,경기도,단원구,세차시설,,경기도 안산시 단원구 정왕대로 424 (신길동),,,,,,,,031-494-5185,2007-007,37.334137,126.756129,2019-07-05,3930000,경기도 안산시
스피드메이트 사동점,경기도,상록구,세차시설,,경기도 안산시 상록구 선진로 3 (사동),,,,,,,,,2007-010,37.281327,126.847533,2019-07-05,3930000,경기도 안산시
대일세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 원포공원로 53 (초지동),,,,,,,,031-487-7337,2007-012,37.303195,126.809170,2019-07-05,3930000,경기도 안산시
한양주유소 세차장,경기도,단원구,세차시설,,경기도 안산시 단원구 달미로 72 (선부동),,,,,,,,031-410-5111,2008-005,37.342292,126.815531,2019-07-05,3930000,경기도 안산시
사동셀프주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 선진로 11 (사동),,,,,,,,,2008-007,37.280725,126.847511,2019-07-05,3930000,경기도 안산시
(주)중산엘피지 안산충전소,경기도,상록구,세차시설,,경기도 안산시 상록구 안산천서로6길 4 (월피동),,,,,,,,031-486-1561,2008-008,37.338265,126.850040,2019-07-05,3930000,경기도 안산시
오토코리아세차광택,경기도,안양시,세차업,,경기도 안양시 만안구 박달로 380(박달동),,,,,,,,,794,37.4028972,126.8952803,2019-08-31,3830000,경기도 안양시
대신석유㈜ 남서울주유소,경기도,안양시,세차업,,경기도 안양시 만안구 경수대로 1425(석수동),,,,,,,,031-472-0076,786,37.4336487,126.9028759,2019-08-31,3830000,경기도 안양시
평촌현대모터스㈜,경기도,안양시,세차업,,경기도 안양시 동안구 벌말로 38(관양동),,,,,,,,031-424-9400,779,37.3913386,126.9696533,2019-08-31,3830000,경기도 안양시
남경주유소,경기도,안양시,세차업,,경기도 안양시 만안구 경수대로 1279(석수동),,,,,,,,031-471-3467,776,37.4209823,126.9077955,2019-08-31,3830000,경기도 안양시
㈜오토맥스,경기도,안양시,세차업,,경기도 안양시 동안구 흥안대로439번길 67-1(관양동),,,,,,,,031-456-0037,770,37.3928934786,126.9706611714,2019-08-31,3830000,경기도 안양시
재규어 랜드로버 평촌서비스센타,경기도,안양시,세차업,,경기도 안양시 동안구 흥안대로427번길 57(관양동),,,,,,,,031-423-8810,758,37.3920708,126.9712695,2019-08-31,3830000,경기도 안양시
1급 J.J 모터스,경기도,안양시,세차업,,경기도 안양시 동안구 귀인로 61(호계동),,,,,,,,031-456-9410,756,37.3834980,126.9472931,2019-08-31,3830000,경기도 안양시
준성 쎌프 세차,경기도,안양시,세차업,,경기도 안양시 동안구 엘에스로91번길 12,,,,,,,,031-453-5566,754,37.3704402655,126.9500733818,2019-08-31,3830000,경기도 안양시
원일24시셀프세차장,경기도,안양시,세차업,,경기도 안양시 동안구 관악대로 269 (비산동),,,,,,,,031-384-0046,750,37.4027517,126.9527548,2019-08-31,3830000,경기도 안양시
대산자동차공업㈜,경기도,안양시,세차업,,경기도 안양시 동안구 시민대로 333 (관양동),,,,,,,,031-421-0810,749,37.3964355,126.9675371,2019-08-31,3830000,경기도 안양시
안양원예농협주유소,경기도,안양시,세차업,,경기도 안양시 만안구 오리로 60 (박달동),,,,,,,,031-441-8937,748,37.4096453281,126.883255638,2019-08-31,3830000,경기도 안양시
티스테이션호계점,경기도,안양시,세차업,,경기도 안양시 동안구 귀인로 76 (호계동),,,,,,,,031-458-2288,740,37.3819213,126.9477239,2019-08-31,3830000,경기도 안양시
(SK)안양충전소,경기도,안양시,세차업,,경기도 안양시 만안구 안양로 575 (석수동),,,,,,,,031-474-1362,739,37.4203642,126.9066352,2019-08-31,3830000,경기도 안양시
